"page","id","name","description","availability","abv","ibu","brewer_id","brewer_name","style_id","style_name","category_id","category_name","srm_id","srm_color"
"1","xBKAka","""Galactic Wrath"" IPA","In August 2012, for the First Year Anniversary at our Tap Room and Restaurant, we decided to take two of our favorite Dust Bowl beers…Galaxy Pale Ale and Son of Wrath Double IPA…and formulate a new IPA recipe using elements from both beers. The result was a delicious, bold IPA with the fruity, citrus character and malt backbone of Son of Wrath, as well as the tropical aroma and easy drinkability of Galaxy Pale. It was so popular with our fans, we decided to brew more.","Limited",7.5,75,"Xnf2WT","Dust Bowl Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"1","Hr5A0t","""God Country"" Kolsch","Good, dense head retention is desirable. Light pearapple-Riesling wine-like fruitiness may be apparent, but is not necessary for this style. Caramel character should not be evident. The body is light to medium-light. This beer has low hop flavor and aroma with medium bitterness. Wheat can be used in brewing this beer. Ale yeast is used for fermentation, though lager yeast is sometimes used in the bottle or final cold conditioning process. Fruity esters should be minimally perceived, if at all. Chill haze should be absent.","Year Round",5.6,28.2,"nkRssU","Urban Legend Brewing Company",45,"Kölsch",4,"German Origin Ales",5,"#FBB123"
"1","UjFyXJ","""Hey Victor"" Smoked Porter","Rooted in Western pop culture, our porter is named for the film, Smoke Signals, and is also related to Sherman Alexie’s story, “This is What it Means to Say, ‘Phoenix, Arizona.’”

Our smoked porter is very approachable; it’s not overly smoky and its blend of malts (Maris Otter, English Brown and chocolate) and hops (East Kent Golding, & Fuggle) will remind you of hikes, s’mores and cool, dusky campfires in the Snowies. Take a growler to the mountains and enjoy its rich color and flavor.",NA,5.5,NA,"Eu8QY2","Coal Creek TAP",129,"Smoke Beer",11,"Hybrid/mixed Beer",NA,NA
"1","5UcMBc","""Ignition"" IPA","This medium amber beer is infused with a blend of 2-row malted barley and caramel malts. Its balance acquired by using a combination of Pacific Northwest hops for bitterness and aroma.","Year Round",6.6,45,"H8jawh","Working Man Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"1","mrVjY4","""Jemez Field Notes"" Golden Lager","This straw-blond lager is an easy going brew created to help celebrate the oncoming warm summer months. Luke chose a variety of pilsner malts, to convey delightful bready notes, an even mouthfeel and a clean, refreshing finish. Jemez Field Notes pairs well with exploring the outdoors and getting dirty in the field.",NA,4.9,20,"mMnrjZ","Bow & Arrow Brewing Co",36,"Blonde",3,"North American Origin Ales",5,"#FBB123"
"1","54rSgo","""Jemmy Dean"" Breakfast Stout","The stout style lends itself well to pairing with coffee.  Our Jemmy stout uses over eight different malts and has a complexity that is complemented by our special cold-pressed Java Vino blend added into the serving tank - yielding our ""Jemmy Dean"" breakfast stout.","Year Round",NA,NA,"GmYAZI","Wrecking Bar Brewpub",20,"Sweet Stout",1,"British Origin Ales",NA,NA
"1","nu8rfR","""Mary Lee Please Don't Eat Me"" Saison Ale","Classic Saison Ale with flavors of Lemon, Pepper a tart and crisp finish. Brewed in honor of the 16 foot Great White Shark! 5.0% ABV
Hops: Mandarina Baverina",NA,5,NA,"qa1QZU","Ship Bottom Brewery",72,"Saison",5,"Belgian And French Origin Ales",NA,NA
"1","JsKjkk","""Mauvaises Choses""","…meaning “Very Bad Things” in French…

As the name suggests this beer is naughty. She creeps up on you and packs a punch, but the best part about her…she never talks back 

A Belgian Golden Ale brewed with California Golden raisins and Canadian Maple Syrup. Trappist yeast creates a strong phenolic aroma reminiscent of passion fruit, plums, and mangos. French and Czech hops add a complex flavor, while taking care not to obstruct the delicate phenols of the Belgian yeast.

Drink up, but be careful, she’s a feisty one!",NA,7,30,"NwFxny","Mother Earth Brew Company",63,"Belgian Pale Strong",5,"Belgian And French Origin Ales",NA,NA
"1","b7WWL6","""Mike Saw a Sasquatch"" Session Ale","The true Summer Ale of Central Oregon! A Golden Ale, light and smooth. You can taste the craftsmanship in this easy drinking ale with a smooth blend of Cascade and Sterling hops and finished with a touch of Honey malt to balance it out. This is a great introduction if you are new to the world of Craft Brewing.  For established craft enthusiasts, 10 Barrel Summer Ale is a good reprieve from overly hopped and overly malty alternatives.","Year Round",4.7,26,"snQlvg","10 Barrel Brewing Company",36,"Blonde",3,"North American Origin Ales",NA,NA
"1","HXmS9k","""My"" Bock","Amber, malty and not too heavy, all around favorite even for the drinkers of the yellow fizzy stuff","Year Round",6,NA,"YG37Js","Dickersbach Brewing Company",88,"Bock",7,"European-germanic Lager",NA,NA
"1","giqbO2","""Not Just Some"" Oatmeal Stout","Made with two-row pale malt, dark chocolate malt, black malt, and flaked oats - this rich stout is brewed with twelve additions of Fuggle hops.  Originally Just Some Oatmeal Stout, the name was changed by popular demand as this truly is unlike any ordinary stout!",NA,NA,NA,"qyMFUm","Cocoa Beach Brewing Company",21,"Oatmeal Stout",1,"British Origin Ales",NA,NA
"1","J7ysvG","""OG"" Original Gangster","This blood Orange Pale Ale is a bomb of fresh blood orange flavors followed by a sweet finish with a slight bitter bite.","Year Round",6.5,36,"S3V7kw","Cellar Dweller",25,"American Pale",3,"North American Origin Ales",NA,NA
"1","HhyVO1","""Pinch"" Pilsner",NA,NA,4.9,25,"FfMi8U","Little Machine Beer",98,"American Pilsener",8,"North American Lager",NA,NA
"1","HZ9xM2","""Ray Brown"" Porter","Now that the weather's turned a tad darker, your beer should, too. Get cozy with this ebony beauty, a brown porter that starts with notes of milky light chocolate and vanilla bean before morphing into a winter wonderland of mild coffee and hazelnuts. It's dark, tempting, and delicious, just the way longtime loyal customer Ray Brown likes it.",NA,5.8,30,"u99e3l","13 Virtues Brewing Co",18,"Brown Porter",1,"British Origin Ales",NA,NA
"1","ETaM11","""Roux 40"" Red IPA",NA,NA,6.7,50,"X38nDm","Three Notch'd Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"1","Gb2aAs","""Small Batch"" Hazelwood Farmhouse IPA",NA,NA,6,NA,"m9gWbo","Old Mill Brewpub",72,"Saison",5,"Belgian And French Origin Ales",NA,NA
"1","TAtY2B","""Sneaky Devil"" Double IPA","A light golden double-IPA with plenty of body and malt character to match the aggressive hoppiness. Blends of Columbus and Centennial hops round out the aroma. Don’t let the light color fool you. This beer packs a punch.","Year Round",7.8,80,"H8jawh","Working Man Brewing Company",31,"Imperial IPA",3,"North American Origin Ales",NA,NA
"1","8f8vqK","""Sniff"" IPA",NA,NA,6,50,"FfMi8U","Little Machine Beer",30,"American IPA",3,"North American Origin Ales",NA,NA
"1","Dj5OOw","""SuperDude!"" Barrel-Aged Russian Imperial Stout","Dude Abide no More! Aging for six months in a Big Bottom Whiskey Barrel, this dark full-bodied stout absorbed maximum amounts of bourbon character and flavor. Rich and smooth, the “SuperDude!” is our best stout yet.",NA,10,50,"K3Jy1E","Vertigo Brewing",135,"BBL Aged Strong",11,"Hybrid/mixed Beer",NA,NA
"1","VnoFfW","""The Great Boo"" Pumpkin Ale","Ale brewed with pumpkin and spices.",NA,5.3,NA,"6XlqQv","Great Baraboo Brewing Company",121,"Pumpkin Beer",11,"Hybrid/mixed Beer",NA,NA
"1","o9CdUe","""The King"" Imperial Elvis Peanut Butter Banana Sandwich Brown Ale","The imperial version of Elvis has twice the peanut butter of the regular elvis and quite a malt bill! Creating a sweet, dense, rich double brown ale with intense peanut butter flavor. This brew will be released once a year during our Annual Elvis Day at the Brewpub celebration in April!","Limited",8.2,25,"UNp9ot","Tomoka Brewery",125,"Specialty",11,"Hybrid/mixed Beer",NA,NA
"1","u1hJXS","""The Reason"" Saison",NA,NA,4.5,15,"FfMi8U","Little Machine Beer",72,"Saison",5,"Belgian And French Origin Ales",NA,NA
"1","1qDm69","""Thick Witted"" Kaffir Double Wit","Senior brewer Sam Barber has created this strong Belgian witbier as one of our four anniversary beers.",NA,6.7,25,"bdjbTZ","Breakside Brewery",65,"Witbier",5,"Belgian And French Origin Ales",NA,NA
"1","dXHJTS","""Thunderkissed"" Coffee Infused Milk Stout","Local Columbus coffee roaster Thunderkiss Coffee provides us with freshly roasted coffee beans which we infuse into our milk stout. The result is an amped-up, extra dimension of roastiness.",NA,5.3,20,"mJEOcA","North High Brewing",123,"Coffee Beer",11,"Hybrid/mixed Beer",NA,NA
"1","bw2AS4","""Tractor Beam"" Oatmeal Stout",NA,NA,5.8,30,"FfMi8U","Little Machine Beer",21,"Oatmeal Stout",1,"British Origin Ales",NA,NA
"1","kyrjzl","""Turbocharger"" Double IPA",NA,NA,8.2,70,"FfMi8U","Little Machine Beer",31,"Imperial IPA",3,"North American Origin Ales",NA,NA
"1","K83yUU","""Whistleblower"" Belgian Wit","Belgian style beer with wheat, barley and oats for a smooth malt character. Additions of elderflower, coriander and orange peel give this traditional wheat beer a spicy character.","Year Round",5.2,28,"H8jawh","Working Man Brewing Company",65,"Witbier",5,"Belgian And French Origin Ales",NA,NA
"1","S4DA2h","""Wintah"" Ale","Wormtown Brewery's Winter Seasonal is an American Brown Ale. Mahogany Brown in color with malty aroma and hints of toasted brown bread. Medium body highlighting luscious malt flavor and aftertaste of roasty cocoa.

Gold Medal Winner @ GIBF 2010","Seasonal",6,24,"bKPbvo","Wormtown Brewery",37,"American Brown",3,"North American Origin Ales",NA,NA
"1","2toTiw","# 100","Our 100th batch, brewed for the enjoyment of the brewers, but popular demand forced us to release it commercially.
This malty, yet light bodied ale has a massive hop bitterness. Most enjoyable in a comfortable chair in front of a roaring fire.",NA,10,80,"rmvkfa","Nøgne Ø",7,"Scottish Light",1,"British Origin Ales",NA,NA
"1","vX0d37","# 500","When Nøgne Ø decided to make it’s 500thbatch of beer, it was quickly established that the key numbers would be 5 malts, 5 hops, 10% alcohol and 100 IBUs. The result is an incredibly rich and hoppy Imperial IPA. Malty enough to be almost a barley wine, but intensely fruity, mainly because it is dry hopped with generous amounts of Nelson Sauvin hops from New Zealand.",NA,10,NA,"rmvkfa","Nøgne Ø",31,"Imperial IPA",3,"North American Origin Ales",NA,NA
"1","kdcbRA","#022 Nectarine Pale Ale","Clear light golden ale with a hint of orange and honey.  Very nice.",NA,4.8,28,"ho8CUc","Wisconsin Brewing Company",25,"American Pale",3,"North American Origin Ales",NA,NA
"1","YoKSFm","#1 American","If anything has ever tasted like freedom before, it is F-Town’s signature pale ale, #1 American. The first sip entices you with a slight caramel flavor and is surrounded by notes of fresh citrus. The hints of fresh orange and grapefruit will leave you feeling refreshed.",NA,NA,NA,"rflWkA","F-Town Beer Company",25,"American Pale",3,"North American Origin Ales",NA,NA
"1","WfTRD1","#1 Brown Brett Braggot","This beer started its life as a brown ale that just wanted to be a bit more. Our farmer Rally, who picks up spent grains also happens to have a pretty thriving bee business. He transports his hives from state to state pollinating large crops for farms as far south as Georgia peach orchards and up north to Maine for Blueberry fields. Having just returned from a blueberry pollination in Maine and looking to sell off some of his honey we jumped on close to 200 lbs of this liquid gold and added it to the brown ale during secondary fermentation. Also added to the Disco funk tank was a blend of yeast, one a Belgian Saison Yeast and the other, our buddy Brettanomyces (aka Brett). This wild yeast strain adds that slight Belgian Funk to our tank and get’s the disco party started.",NA,6,18,"WgTa5f","Black Hog Brewing Company",147,"Braggot",12,"Mead, Cider, & Perry",NA,NA
"1","QR1aJr","#1 Fan","100% orange blossom honey.","Limited",6.8,30,"187kFc","Hi-Fi Brewing Co.",114,"Fruit Wheat Ale",11,"Hybrid/mixed Beer",NA,NA
"1","xFM8w5","#10 Hefewiezen","Northern Pacific Locomotive  #10 was a coal fired tender that worked in the rail yards in Brainerd for decades, switching cars, hauling coal for the power plant, and other duties. After being retired, it stood as a fixture at Brainerd’s Lum Park for years during the 1980’s. It’s the locomotive featured in the picture on our website. By a remarkable coincidence, our hefewiezen ale is the 10th beer that we’ve brewed in our lineup. The German-style wheat beer yeast suspended in the beer adds hints of clove and banana, while the white malted wheat adds a grainy sweetness. Crisp, refreshing, with a dense, white head and light body make this a perfect summer beer.","Seasonal",5.1,11,"QkO9Eq","Roundhouse Brewery",48,"Hefeweizen",4,"German Origin Ales",4,"#FFBF42"
"1","EliWWJ","#15","White IPA w/ Orange Peel, Coriander, Peaches, & Apricot.",NA,6.7,NA,"BiNSTd","Four Fathers Brewing, LLC",30,"American IPA",3,"North American Origin Ales",NA,NA
"1","uLkd3a","#2 Brett Golden Sour","This beer had a long weekend in our brew kettle allowing beer bugs (Pediococcus and Latcobacillus) to get down get down and do their sour thang. While yeast strains eat sugar and produce alcohol beer bugs eat sugar and produce acids. This gives sour beers their puckering power. After letting the bugs play in the sweet wort pool we boil the beer and add a touch of earthy hops. Disco Pig #2 Brett Golden Sour is 100% Brett fermented to replicate as closely as possible what a traditional Belgian wild fermented sour beer should be!",NA,6.5,9,"WgTa5f","Black Hog Brewing Company",36,"Blonde",3,"North American Origin Ales",NA,NA
"1","Z7tz1C","#2 Strong Ale","Peter entered his home brewed version of this OBBC favorite in the US Beer Tasting Championships in 2010 and came home a winner. It is as delicious as it is unique, a dark amber color with an enticing aroma of fruit and cloves give way to a deep, sweet flavor and smooth finish. We use dark Belgian candy sugar to kick up the alcohol and balance out the assertive Belgian yeast flavors.","Year Round",10,24,"sNQLDD","One Barrel Brewing",14,"Strong Ale",1,"British Origin Ales",NA,NA
"2","EVWmiT","#34 Oatmeal Stout",NA,NA,5.2,NA,"czwGMM","Wiley Roots Brewing Company",21,"Oatmeal Stout",1,"British Origin Ales",NA,NA
"2","PvaOWz","#40 Golden Lager",NA,NA,NA,NA,"J4UYYJ","Minocqua Brewing Company",93,"American Lager",8,"North American Lager",NA,NA
"2","Rcmeki","#42 Cream Ale",NA,NA,NA,NA,"iZqGpm","Listermann Brewing Company",109,"Cream Ale",11,"Hybrid/mixed Beer",NA,NA
"2","p0CM7c","#42 Poblano Stout","The Poblano Stout is not a chili beer. It is an Oatmeal Stout that has been dry hopped using roasted and de-seeded poblano peppers resulting in a wonderful smoky aroma with no heat.",NA,5.7,13.9,"ANMcdJ","Big Choice Brewing",42,"American Stout",3,"North American Origin Ales",NA,NA
"2","BZV3No","#42, ESB","This is our version of the classic English style of beer called Bitter, or Extra Special Bitter (ESB). DON’T PANIC! Compared to an IPA, “Bitter” is a bit of a misnomer, and this beer goes down easy. Brewed with Maris Otter heirloom malt, and Golding and Fuggle hops, this great session beer is full of flavor.",NA,6.7,NA,"CzopCY","Galaxy Brewing Company",5,"ESB",1,"British Origin Ales",NA,NA
"2","6VZsVo","#429 Red IPA","Citrus and dark fruit characters come through in this well-balanced red ale, which features a caramel malt background to complement its slight bitterness.","Limited",7.1,NA,"VoKbnS","Victory Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"2","BtGGJ3","#48 Hey Honey, Brown Ale","Honey Brown Ale",NA,5.6,NA,"Ro08YF","Left Hand Brewing Company",37,"American Brown",3,"North American Origin Ales",NA,NA
"2","hB0QeO","#9","Not quite pale ale.  A beer cloaked in secrecy.  An ale whose mysterious unusual palate will swirl across your tongue and ask more questions than it answers.

A sort of dry, crisp, fruity, refreshing, not-quite pale ale.  #9 is really impossible to describe because there's never been anything else quite like it.  Our secret ingredient introduces a most unusual aroma which is balanced with residual sweetness.","Year Round",5.1,20,"qIqpZc","Magic Hat Brewing Company",25,"American Pale",3,"North American Origin Ales",9,"#E58500"
"2","D1B2iE","#98 Hop Box",NA,NA,6,NA,"k8gU5c","3rd Sign Brewery",112,"Wheat Ale",11,"Hybrid/mixed Beer",NA,NA
"2","uSAFK1","#Adulting","5th anniversary Guava IPA with citra, cascade, and warrior hops.",NA,6.8,65,"PdSE1h","Evil Genius Beer Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"2","rNLFdz","#amberale",NA,NA,5.7,NA,"k1lnNr","Mad Beach Craft Brewing Company",32,"Amber",3,"North American Origin Ales",NA,NA
"2","8GpObe","#busted Nut Brown Ale","A Nut Brown Ale with a biscuity/bready malt profile and a taste of caramel/chocolate specialty malts. Hops lend to the taste profile without overpowering.",NA,5,NA,"KHd8BS","Salty Nut Brewery",12,"English Brown",1,"British Origin Ales",19,"#A13700"
"2","5qG8kT","#duckface Blonde","A crisp and refreshing blonde ale.  The bright citrus notes and delightful malt balance make this the perfect beer to relax with on a long summer.  

Made with lemongrass.",NA,4.3,19,"SBbdVA","Rants & Raves Brewery",124,"Spice Beer",11,"Hybrid/mixed Beer",NA,NA
"2","QWkRz9","#Hashtag Hops IPA","One of our four flagship beers. Clean, dry and aromatic!","Year Round",7,71,"nE0YCy","Ohana Brewing Co",30,"American IPA",3,"North American Origin Ales",NA,NA
"2","m8f62Y","#KoLSCH","Social Media have revolutionized human interaction ... and for all their pro's and con's, they cannot be overlooked for their power to give a platform to be heard, a voice to the otherwise voiceless. 

As a nod to this, we bring you ""#KÖLSCH"" Köln-style Ale. We start by stripping our water down to the bare essentials then rebuild it to match the mineral content of the water in Köln, Germany. Then we add in tons of German Pilsner malts and eine kleine menge of German Perle and Tettnang hops. Easy going, crisp and refreshing!","Year Round",4.8,27,"In4QKm","Sactown Union Brewery",45,"Kölsch",4,"German Origin Ales",3,"#FFCA5A"
"2","AO0nrE","#Mashtag 15",NA,NA,10,NA,"wfAwfx","BrewDog",34,"American Barleywine",3,"North American Origin Ales",NA,NA
"2","R61vnh","#Merica!","SURLY NATION, 'TIS FOR THEE, SWEET BEER OF LIBERTY!
Light gold in color, #Merica! is an old-school pre-Prohibition American Lager that was brewed in 2015 for the Annual D4th of July party put on by the Minneapolis-based punk band Dillinger Four. One of the only beer styles truly born in the U.S.A, pre-Prohibition American Lagers used corn as an integral part of the flavor profile, rather than as a simple substitute for barley malt. The flaked corn used in #Merica! comes across as a subtle, fresh corn flavor, while soft hop aromatics come from Warrior and Willamette hops, which add a mild fruity, herbal character that stays in the background. #Merica! is perfect for a hot summer day and celebrating the country’s birthday and 21 years of Dillinger Four.","Seasonal",5,NA,"cPRfoj","Surly Brewing Company",93,"American Lager",8,"North American Lager",NA,NA
"2","Tx1Y4D","#NOFILTER IPA","Juicy New England style IPA dry hopped with a massive amount of citra and mosaic hops.",NA,7,NA,"UBBbRq","Thomas Hooker Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"2","zrbNet","#NOHOLDSIE Holdsie Da Deuce","Rye Tripel aged in red Wine Barrels","Limited",8.2,NA,"RzRrsp","Haw River Farmhouse Ales",59,"Belgian Tripel",5,"Belgian And French Origin Ales",NA,NA
"2","EV2zxl","#NOHOLDSIE Holdsie San","Rye Tripel aged in Bourbon Barrels","Limited",8.2,NA,"RzRrsp","Haw River Farmhouse Ales",59,"Belgian Tripel",5,"Belgian And French Origin Ales",NA,NA
"2","QwmAOE","#SS2012",NA,"Limited",8.4,NA,"FW4NLn","Carton Brewing Co",31,"Imperial IPA",3,"North American Origin Ales",NA,NA
"2","e9Agtz","#YOLOmælk","Imperial Milk Stout Brewed w/ Caviar & Champagne Yeast",NA,10.6,NA,"J7LzNx","To Øl",16,"British Imperial Stout",1,"British Origin Ales",NA,NA
"2","cBKBoK","#<U+200E>NOHOLDSIE<U+202C> Holdsie Uno","Rye Tripel aged in White Wine Barrels","Limited",8.2,NA,"RzRrsp","Haw River Farmhouse Ales",59,"Belgian Tripel",5,"Belgian And French Origin Ales",NA,NA
"2","Ek2uj8","$600 Lizard Shoes","It’s all about Stylin’ and Profilin’. We’re talking about the Rolex wearin’, kiss stealin’, wheelin’ dealin’, limousine ridin’, jet flyin’ son of a gun. “You’ve got to make the assault on life itself! WOOOOO!”",NA,6.9,74,"iodDki","Three Floyds Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"2","Dk2xuM","'37 Flood",NA,NA,6.6,66,"yUTidu","Dry Ground Brewing Co.",30,"American IPA",3,"North American Origin Ales",NA,NA
"2","sVIbQO","'400' Honey Ale","Toasty malt and plenty of local wildflower honey make this golden blonde ale one of our most popular beers. Named after the famous “400” Chicago and Northwestern passenger train.","Year Round",4,NA,"fMPgyC","Titletown Brewing",36,"Blonde",3,"North American Origin Ales",NA,NA
"2","PTLQWB","'67 Blonde Ale","Everyone’s got a favorite year. Maybe it’s the year you fell in love, or you finally beat your dad at croquet (that cheater). Maybe you mastered the didgeridoo or conquered your aversion to shell peas. For us, it’s 1967, the year that Oregon boldly decided our beaches must belong to everyone. We know - literally awesome. We just had to toast that populist spirit, so we created this delicious, freewheeling namesake. It’s an easy drinker, clean, crisp, and enjoyed by pretty much everyone. Just like our beaches.","Year Round",5,19.1,"oZFdaL","Public Coast Brewing Co.",36,"Blonde",3,"North American Origin Ales",NA,NA
"2","PicABp","'74 - '75",NA,NA,5.8,28,"2nQ997","Starpoint Brewing",102,"American Oktoberfest",8,"North American Lager",13,"#CB6200"
"2","kq3Bxm","'77 Stout","Named in honor of the Trail Blazers' only NBA title, this American stout has a smooth, full body and rich dark-fruit flavor from Belgian Special B malt, with a mild roastiness. It finishes dry...unlike a champagne-spewed celebration.",NA,7.7,40,"u99e3l","13 Virtues Brewing Co",42,"American Stout",3,"North American Origin Ales",NA,NA
"2","u8frJ3","'A' Mountain Red","A medium bodied ale with a copper red color and malty caramel flavor that has a mild hop flavor and aroma.",NA,NA,NA,"xS4q3a","Thunder Canyon Brewery",32,"Amber",3,"North American Origin Ales",NA,NA
"2","R1KUhf","'Bombs Away' Double IPA","This powerful India Pale Ale is dry-hopped with both Mt. Hood and Liberty hops to make an unbeatable brew.","Seasonal",11.5,NA,"m6aqF7","Crabby Larry's Brewpub Steak & Crab House",31,"Imperial IPA",3,"North American Origin Ales",NA,NA
"2","ky8Q1O","'Bout Damn Time","A big American IPA with the hop-head in mind. Loaded with Pacific Northwest hops from the kettle to the fermenter, this IPA packs a massive aroma of bright tropical fruit and refreshing citrus notes. The simplicity of the malt bill allows for a plethora of hop flavors to come through on the pallet, making for an absolutely crushable IPA.",NA,7.1,68,"Ucc6jp","4 Noses Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"2","qBNDMh","'C'hopped Centennial/Citra",NA,NA,5.7,40,"qnqnz0","4KD Crick Brewery",25,"American Pale",3,"North American Origin Ales",NA,NA
"2","s922IX","'Easy As' IPA","Balanced for optimal aromatics and a clean finish using Australian hops, This IPA is just as intense with a big fruity nose and full of the flavours as you expect in a bigger India Pale Ale, but at a lower ABV to make it more sessionable so you can keep on enjoying it all night long.",NA,4.5,25,"nh6fI8","Nomad Brewing Co.",164,"Session IPA",3,"North American Origin Ales",NA,NA
"2","DOc9Bw","'Heifer' Weizen",NA,NA,5.2,NA,"o9yWqF","Country Boy Brewing",48,"Hefeweizen",4,"German Origin Ales",NA,NA
